num_layer,num_dim,train_time_sec,gpu_peak_mb,val_mae
2,8,89.98024797439575,6958.69775390625,0.6834919452667236
2,16,160.64229726791382,8154.33740234375,0.6566913723945618
2,32,492.8636529445648,10553.4404296875,0.6466692090034485
3,8,391.82533288002014,7592.60888671875,0.6544564366340637
3,16,417.3792643547058,9302.087890625,0.6529133319854736
3,32,721.4027752876282,12729.70263671875,0.6471371650695801
4,8,389.9406192302704,8230.22314453125,0.7128348350524902
4,16,755.863621711731,10452.41162109375,0.6820095777511597
4,32,1294.4890377521515,14908.38671875,0.6493343114852905
